ORGANISME,CODE_QUALIFICATION,LIBELLE_QUALIFICATION,DOMAINE_TRAVAUX,META_DOMAINE,,
qualibat,8632D117,"Efficacité énergétique - ""offre globale""",Projet complet de rénovation,Rénovation globale,,
qualibat,8633D117,"Efficacité énergétique - ""offre globale""",Projet complet de rénovation,Rénovation globale,,
qualibat,5111D107,"Installation de plomberie sanitaire en habitat individuel, collectif et tertiaire inférieur à 1000 m²","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,5112D107,Installation de plomberie sanitaire pour des bâtiments sans surpresseur supérieurs à 1000 m²,"Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,5113D107,Installation de plomberie sanitaire dans tout type de bâtiment avec surpresseur ou dans l'industrie,"Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,5121D107,Installation de réseaux de fluides spéciaux,"Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,5211D107,Remplacement de chaudière gaz/fuel en logement individuel,"Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,5212D107,"Installation de chauffage avec chaudière gaz/fuel en habitat individuel, collectif et tertiaire inférieur à 1000 m2","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,5213D107,"Installation de chauffage avec chaudière gaz/fuel en habitat individuel, collectif et tertiaire supérieur à 1000 m2","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,5214D107,"Installation de chauffage à gaz décentralisée : aérotherme, radiants, générateur d'air chaud","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,5261D107,"Entretien et maintenance d'installation de chauffage avec chaudière en habitat individuel, collectif et tertiaire inférieur à 1000 m2","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,5262D107,Maintenance d'installation de chauffage avec chaudière dans tout type de bâtiment supérieur à 1000 m2,"Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,5263D107,"Maintenance d'installation de pompe à chaleur et groupe froid en habitat individuel, collectif et tertiaire inférieur à 1000 m2","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,5272D107,Exploitation d'installation de chauffage et de rafraichissement avec obligation de résultat dans tout type de bâtiment ou industrie supérieur à 1000 m2,"Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,5274D107,Exploitation d'installation de chauffage et de rafraichissement avec garantie totale dans tout type de bâtiment supérieur à 1000 m2,"Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,5511D107,Installation de systèmes de gestion technique du bâtiment (gtb),"Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,8611M11D107,"Efficacité énergétique - ""ECO Artisan®"" - Plombier","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,8611M12D107,"Efficacité énergétique - ""ECO Artisan®"" - Chauffagiste","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,8611M13D107,"Efficacité énergétique - ""ECO Artisan®"" - Électricien","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,8621T14D107,"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Chauffage, ventilation, climatisation","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,5211D10,Remplacement de chaudière gaz/fuel en logement individuel,Ventilation 2020,Travaux d'efficacité énergétique,,
qualifelec,43SPVRGE,Panneaux Solaires Photovoltaïques,Panneaux solaires photovoltaïques,Installation d'énergies renouvelables,,
qualitenr,32,QualiPV Elec - Pose de générateur photovoltaïque raccordé au réseau,Panneaux solaires photovoltaïques,Installation d'énergies renouvelables,,
qualitenr,33,QualiPV 0-250kWc - Pose de générateur photovoltaïque raccordé au réseau,Panneaux solaires photovoltaïques,Installation d'énergies renouvelables,,
qualibat,5212D10,"Installation de chauffage avec chaudière gaz/fuel en habitat individuel, collectif et tertiaire inférieur à 1000 m2",Ventilation 2020,Travaux d'efficacité énergétique,,
qualibat,5213D10,"Installation de chauffage avec chaudière gaz/fuel en habitat individuel, collectif et tertiaire supérieur à 1000 m2",Ventilation 2020,Travaux d'efficacité énergétique,,
qualibat,5311D10,"Installation de vmc en habitat individuel, collectif et tertiaire inférieur à 1000 m2",Ventilation 2020,Travaux d'efficacité énergétique,,
qualibat,5312D10,"Installation de vmc en habitat individuel, collectif et tertiaire supérieur à 1000 m2",Ventilation 2020,Travaux d'efficacité énergétique,,
qualitenr,21,Qualibois module Air - Pose d'appareil de chauffage au bois indépendant (poêle et insert),Poêle ou insert bois,Installation d'énergies renouvelables,,
qualitenr,23,Qualibois module Eau - Pose d'appareil de chauffage au bois indépendant (poêle et insert),Poêle ou insert bois,Installation d'énergies renouvelables,,
qualibat,5313D10,Installations thermiques,Ventilation 2020,Travaux d'efficacité énergétique,,
qualibat,5431D10,Ventilation Mécanique Contrôlée,Ventilation 2020,Travaux d'efficacité énergétique,,
qualibat,5431D9,Ventilation Mécanique Contrôlée,Ventilation 2020,Travaux d'efficacité énergétique,,
qualifelec,48PACRGE,Pompe à chaleur : Chauffage,Pompe à chaleur : chauffage,Installation d'énergies renouvelables,,
qualitenr,41,QualiPAC Chauffage - Pose de pompe à chaleur (PAC aérothermique ou géothermique et chauffe-eau thermodynamique),Pompe à chaleur : chauffage,Installation d'énergies renouvelables,,
qualibat,5432D10,Conduits aérauliques,Ventilation 2020,Travaux d'efficacité énergétique,,
qualibat,5433D10,Ventilation,Ventilation 2020,Travaux d'efficacité énergétique,,
qualibat,8611M11D10,"Efficacité énergétique - ""ECO Artisan®"" - Plombier",Ventilation 2020,Travaux d'efficacité énergétique,,
certibat,C001D12,Offre Globale de Rénovation Energétique,Projet complet de rénovation,Rénovation globale,,
cequami,NFMRHQE440,Travaux de rénovation globale et environnementale,Projet complet de rénovation,Rénovation globale,,
qualibat,8611M12D10,"Efficacité énergétique - ""ECO Artisan®"" - Chauffagiste",Ventilation 2020,Travaux d'efficacité énergétique,,
qualibat,8611M13D10,"Efficacité énergétique - ""ECO Artisan®"" - Électricien",Ventilation 2020,Travaux d'efficacité énergétique,,
cequami,NFMR440,Travaux de rénovation globale,Projet complet de rénovation,Rénovation globale,,
certibat,C001D117,Offre Globale de Rénovation Energétique,Projet complet de rénovation,Rénovation globale,,
qualibat,8621T14D10,"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Chauffage, ventilation, climatisation",Ventilation 2020,Travaux d'efficacité énergétique,,
qualibat,8621T20D10,"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Eau chaude sanitaire",Ventilation 2020,Travaux d'efficacité énergétique,,
qualibat,5311D108,"Installation de vmc en habitat individuel, collectif et tertiaire inférieur à 1000 m2",Ventilation mécanique,Travaux d'efficacité énergétique,,
qualifelec,42MIE,"Radiateurs électriques, dont régulation","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualifelec,61CF,"Radiateurs électriques, dont régulation","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualifelec,64CFLCPT,"Radiateurs électriques, dont régulation","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualifelec,65CFMGTI,"Radiateurs électriques, dont régulation","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualibat,5312D108,"Installation de vmc en habitat individuel, collectif et tertiaire supérieur à 1000 m2",Ventilation mécanique,Travaux d'efficacité énergétique,,
qualibat,5333D108,Maintenance des réseaux aérauliques,Ventilation mécanique,Travaux d'efficacité énergétique,,
qualibat,8611M11D108,"Efficacité énergétique - ""ECO Artisan®"" - Plombier",Ventilation mécanique,Travaux d'efficacité énergétique,,
qualibat,8611M12D108,"Efficacité énergétique - ""ECO Artisan®"" - Chauffagiste",Ventilation mécanique,Travaux d'efficacité énergétique,,
qualibat,8611M13D108,"Efficacité énergétique - ""ECO Artisan®"" - Électricien",Ventilation mécanique,Travaux d'efficacité énergétique,,
qualibat,8621T14D108,"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Chauffage, ventilation, climatisation",Ventilation mécanique,Travaux d'efficacité énergétique,,
qualibat,3511D8,"Fourniture et pose de menuiseries extérieures en maison individuelle, petit collectif et petit tertiaire",,,,
qualibat,4312D8,Fourniture et pose de menuiserie intérieure en bois,,,,
qualibat,4322D8,Fabrication et pose de menuiserie intérieure en bois,,,,
qualibat,4323D8,Fabrication et pose de menuiserie intérieure en bois,,,,
qualibat,5214D5,"Installation de chauffage à gaz décentralisée : aérotherme, radiants, générateur d'air chaud",,,,
qualibat,5214D9,"Installation de chauffage à gaz décentralisée : aérotherme, radiants, générateur d'air chaud",,,,
qualibat,5231D5,"Installation de pompe à chaleur et groupe froid en habitat individuel, collectif et tertiaire inférieur à 1000 m2",,,,
qualibat,5241D2,Installation de chauffage solaire et ecs,,,,
qualibat,5263D5,"Maintenance d'installation de pompe à chaleur et groupe froid en habitat individuel, collectif et tertiaire inférieur à 1000 m2",,,,
qualibat,5263D9,"Maintenance d'installation de pompe à chaleur et groupe froid en habitat individuel, collectif et tertiaire inférieur à 1000 m2",,,,
qualibat,5272D9,Exploitation d'installation de chauffage et de rafraichissement avec obligation de résultat dans tout type de bâtiment ou industrie supérieur à 1000 m2,,,,
qualibat,5274D9,Exploitation d'installation de chauffage et de rafraichissement avec garantie totale dans tout type de bâtiment supérieur à 1000 m2,,,,
qualibat,5333D10,Maintenance des réseaux aérauliques,,,,
qualifelec,44LCPTRGE,"Equipements électriques hors ENR : chauffage, eau chaude, éclairage","Equipements électriques hors ENR : chauffage, eau chaude, éclairage 2020",Travaux d'efficacité énergétique,,
qualifelec,44LCPTRGEr,"Radiateurs électriques, dont régulation","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualifelec,45MGTIRGEr,"Radiateurs électriques, dont régulation","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualifelec,45MGTIRGE,"Equipements électriques hors ENR : chauffage, eau chaude, éclairage","Equipements électriques hors ENR : chauffage, eau chaude, éclairage 2020",Travaux d'efficacité énergétique,,
qualifelec,46CHERGE,"Radiateurs électriques, dont régulation","Radiateurs électriques, dont régulation.",Travaux d'efficacité énergétique,,
qualitenr,71,Ventilation + - Pose de ventilation double flux,Ventilation mécanique,Travaux d'efficacité énergétique,,
qualibat,5911D2,Installations photovoltaïques de puissance inférieure à 250 kWc,,,,
qualibat,7131D7,Isolation thermique par l'extérieur,,,,
qualibat,8621M1D8,"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Maçon",,,,
qualifelec,48PACRGEc,Chauffe-eau thermodynamique,Chauffe-Eau Thermodynamique,Installation d'énergies renouvelables,,
qualifelec,49CETRGE,Chauffe-eau thermodynamique,Chauffe-Eau Thermodynamique,Installation d'énergies renouvelables,,
qualitenr,11,Qualisol - Pose de chauffe-eau solaire individuel (eau chaude solaire),Chauffage et/ou eau chaude solaire,Installation d'énergies renouvelables,,
qualitenr,12,Qualisol Combi - Pose de système solaire combiné (eau chaude et chauffage solaire),Chauffage et/ou eau chaude solaire,Installation d'énergies renouvelables,,
qualitenr,13,Qualisol Collectif - Pose de système de production d'eau chaude sanitaire à partir de capteur solaire thermique,Chauffage et/ou eau chaude solaire,Installation d'énergies renouvelables,,
qualibat,8621M4D7,"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Plâtrier / Plaquiste",,,,
qualitenr,22,Qualibois module Eau - Pose d'appareil de chauffage au bois hydraulique (chaudière bois et poêle),Chaudière bois,Installation d'énergies renouvelables,,
qualibat,8621M4D8,"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Plâtrier / Plaquiste",,,,Chauffage et/ou eau chaude solaire 2020
qualitenr,31,QualiPV Bat - Pose de générateur photovoltaïque raccordé au réseau,,,,
qualibat,8621M8D7,"Efficacité énergétique - ""Les pros de la performance énergétique®"" - Couvreur",,,,
qualibat,7122D112,Isolation thermique par l'intérieur,,,,
qualifelec,44LCPTRGEv,Ventilation Mécanique,Ventilation mécanique,Travaux d'efficacité énergétique,,
qualitenr,42,QualiPAC CET - Pose de chauffe-eau thermodynamique,Chauffe-Eau Thermodynamique,Installation d'énergies renouvelables,,
qualitenr,43,QualiPAC Chauffage - Pose de chauffe-eau thermodynamique,Chauffe-Eau Thermodynamique,Installation d'énergies renouvelables,,
qualifelec,45MGTIRGEv,Ventilation Mécanique,Ventilation mécanique,Travaux d'efficacité énergétique,,
qualifelec,47VENRGE,Ventilation Mécanique,Ventilation mécanique,Travaux d'efficacité énergétique,,
qualitenr,61,Chauffage + - Pose de chaudières à condensation et micro-cogénération,Chaudière condensation ou micro-cogénération gaz ou fioul,Travaux d'efficacité énergétique,,
